,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
DataElements_45_Key,cma.u16_J1939AddressClaimingTimeout,cma.i16_PressureSensor1Offset,cma.u32_WP2Name4,cma.u32_WP2Name4,cma.u32_WP2Name4,cma.u32_WP2Name4,cma.u32_WP2Name4,cma.u32_WP2Name4,cma.u32_WP2Name4,cma.u32_WP2Name4,cma.u32_WP2Name4,cma.u32_WP2Name4,cma.u32_WP2Name4,cma.u32_WP2Name4,cma.u32_WP2Name4
DataElements_45_Value,100.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_46_Key,cma.u8_J1939ValveStateMessagesPF,cma.u16_PressureSensor1Gain,cma.u8_CalibrationDone,cma.u8_CalibrationDone,cma.u8_CalibrationDone,cma.u8_CalibrationDone,cma.u8_CalibrationDone,cma.u8_CalibrationDone,cma.u8_CalibrationDone,cma.u8_CalibrationDone,cma.u8_CalibrationDone,cma.u8_CalibrationDone,cma.u8_CalibrationDone,cma.u8_CalibrationDone,cma.u8_CalibrationDone
DataElements_46_Value,100.0,716.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
DataElements_47_Key,cma.u8_J1939MonitoringMessagesPF,cma.i16_PressureSensor2Offset,cma.i16_PrsSensor1Offset,cma.i16_PrsSensor1Offset,cma.i16_PrsSensor1Offset,cma.i16_PrsSensor1Offset,cma.i16_PrsSensor1Offset,cma.i16_PrsSensor1Offset,cma.i16_PrsSensor1Offset,cma.i16_PrsSensor1Offset,cma.i16_PrsSensor1Offset,cma.i16_PrsSensor1Offset,cma.i16_PrsSensor1Offset,cma.i16_PrsSensor1Offset,cma.i16_PrsSensor1Offset
DataElements_47_Value,101.0,-1724.0,-48.0,859.0,3116.0,-1065.0,876.0,52.0,-931.0,1037.0,-212.0,11.0,904.0,-374.0,1054.0
DataElements_48_Key,cma.u8_J1939ControlMessagesPF,cma.u16_PressureSensor2Gain,cma.u16_PrsSensor1Gain,cma.u16_PrsSensor1Gain,cma.u16_PrsSensor1Gain,cma.u16_PrsSensor1Gain,cma.u16_PrsSensor1Gain,cma.u16_PrsSensor1Gain,cma.u16_PrsSensor1Gain,cma.u16_PrsSensor1Gain,cma.u16_PrsSensor1Gain,cma.u16_PrsSensor1Gain,cma.u16_PrsSensor1Gain,cma.u16_PrsSensor1Gain,cma.u16_PrsSensor1Gain
DataElements_48_Value,102.0,704.0,729.0,703.0,745.0,716.0,737.0,739.0,747.0,727.0,747.0,738.0,714.0,713.0,705.0
DataElements_49_Key,cma.u8_J1939EventMessagesPF,cma.i16_PressureSensor3Offset,cma.i16_PrsSensor2Offset,cma.i16_PrsSensor2Offset,cma.i16_PrsSensor2Offset,cma.i16_PrsSensor2Offset,cma.i16_PrsSensor2Offset,cma.i16_PrsSensor2Offset,cma.i16_PrsSensor2Offset,cma.i16_PrsSensor2Offset,cma.i16_PrsSensor2Offset,cma.i16_PrsSensor2Offset,cma.i16_PrsSensor2Offset,cma.i16_PrsSensor2Offset,cma.i16_PrsSensor2Offset
DataElements_49_Value,103.0,2240.0,1451.0,2749.0,2446.0,2039.0,230.0,-1256.0,511.0,-3340.0,50.0,2095.0,825.0,655.0,-1355.0
DataElements_50_Key,cma.u8_J1939ReceiveMessagesPF,cma.u16_PressureSensor3Gain,cma.u16_PrsSensor2Gain,cma.u16_PrsSensor2Gain,cma.u16_PrsSensor2Gain,cma.u16_PrsSensor2Gain,cma.u16_PrsSensor2Gain,cma.u16_PrsSensor2Gain,cma.u16_PrsSensor2Gain,cma.u16_PrsSensor2Gain,cma.u16_PrsSensor2Gain,cma.u16_PrsSensor2Gain,cma.u16_PrsSensor2Gain,cma.u16_PrsSensor2Gain,cma.u16_PrsSensor2Gain
DataElements_50_Value,104.0,739.0,721.0,727.0,726.0,731.0,746.0,742.0,734.0,720.0,714.0,720.0,730.0,704.0,691.0
DataElements_51_Key,cma.u8_J1939ReadWriteResponseMessagesPriority,cma.i16_PositionSensorOffset,cma.i16_PosSensor1Offset,cma.i16_PosSensor1Offset,cma.i16_PosSensor1Offset,cma.i16_PosSensor1Offset,cma.i16_PosSensor1Offset,cma.i16_PosSensor1Offset,cma.i16_PosSensor1Offset,cma.i16_PosSensor1Offset,cma.i16_PosSensor1Offset,cma.i16_PosSensor1Offset,cma.i16_PosSensor1Offset,cma.i16_PosSensor1Offset,cma.i16_PosSensor1Offset
DataElements_51_Value,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_52_Key,cma.u8_J1939ValveStateMessagesPriority,cma.u16_PositionSensorGain,cma.u16_PosSensor1Gain,cma.u16_PosSensor1Gain,cma.u16_PosSensor1Gain,cma.u16_PosSensor1Gain,cma.u16_PosSensor1Gain,cma.u16_PosSensor1Gain,cma.u16_PosSensor1Gain,cma.u16_PosSensor1Gain,cma.u16_PosSensor1Gain,cma.u16_PosSensor1Gain,cma.u16_PosSensor1Gain,cma.u16_PosSensor1Gain,cma.u16_PosSensor1Gain
DataElements_52_Value,6.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
DataElements_53_Key,cma.u8_J1939MonitoringMessagesPriority,cma.i16_OilTemperatureOffset,cma.i16_PosSensor2Offset,cma.i16_PosSensor2Offset,cma.i16_PosSensor2Offset,cma.i16_PosSensor2Offset,cma.i16_PosSensor2Offset,cma.i16_PosSensor2Offset,cma.i16_PosSensor2Offset,cma.i16_PosSensor2Offset,cma.i16_PosSensor2Offset,cma.i16_PosSensor2Offset,cma.i16_PosSensor2Offset,cma.i16_PosSensor2Offset,cma.i16_PosSensor2Offset
DataElements_53_Value,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_54_Key,cma.u8_J1939ControlMessagesPriority,cma.u16_OilTemperatureGain,cma.u16_PosSensor2Gain,cma.u16_PosSensor2Gain,cma.u16_PosSensor2Gain,cma.u16_PosSensor2Gain,cma.u16_PosSensor2Gain,cma.u16_PosSensor2Gain,cma.u16_PosSensor2Gain,cma.u16_PosSensor2Gain,cma.u16_PosSensor2Gain,cma.u16_PosSensor2Gain,cma.u16_PosSensor2Gain,cma.u16_PosSensor2Gain,cma.u16_PosSensor2Gain
DataElements_54_Value,3.0,1036.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0,1024.0
DataElements_55_Key,cma.u8_J1939EventMessagesPriority,cma.i16_PCBTemperatureOffset,cma.i16_OilTempOffset,cma.i16_OilTempOffset,cma.i16_OilTempOffset,cma.i16_OilTempOffset,cma.i16_OilTempOffset,cma.i16_OilTempOffset,cma.i16_OilTempOffset,cma.i16_OilTempOffset,cma.i16_OilTempOffset,cma.i16_OilTempOffset,cma.i16_OilTempOffset,cma.i16_OilTempOffset,cma.i16_OilTempOffset
DataElements_55_Value,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_56_Key,cma.u8_ValveReplacementConfig,cma.u16_PCBTemperatureGain,cma.u16_OilTempGain,cma.u16_OilTempGain,cma.u16_OilTempGain,cma.u16_OilTempGain,cma.u16_OilTempGain,cma.u16_OilTempGain,cma.u16_OilTempGain,cma.u16_OilTempGain,cma.u16_OilTempGain,cma.u16_OilTempGain,cma.u16_OilTempGain,cma.u16_OilTempGain,cma.u16_OilTempGain
DataElements_56_Value,5.0,1035.0,1060.0,1055.0,1058.0,1039.0,1042.0,1035.0,1048.0,1030.0,1073.0,1056.0,1038.0,1025.0,1017.0
DataElements_57_Key,cma.u16_PowerCycle,cma.f_PositionSensorNewCoreSupply,cma.i16_PCBTempOffset,cma.i16_PCBTempOffset,cma.i16_PCBTempOffset,cma.i16_PCBTempOffset,cma.i16_PCBTempOffset,cma.i16_PCBTempOffset,cma.i16_PCBTempOffset,cma.i16_PCBTempOffset,cma.i16_PCBTempOffset,cma.i16_PCBTempOffset,cma.i16_PCBTempOffset,cma.i16_PCBTempOffset,cma.i16_PCBTempOffset
DataElements_57_Value,102.0,1.715249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DataElements_58_Key,cma.u32_SysConfigDataCRC,cma.f_PositionSensorNewCoreTank,cma.u16_PCBTempGain,cma.u16_PCBTempGain,cma.u16_PCBTempGain,cma.u16_PCBTempGain,cma.u16_PCBTempGain,cma.u16_PCBTempGain,cma.u16_PCBTempGain,cma.u16_PCBTempGain,cma.u16_PCBTempGain,cma.u16_PCBTempGain,cma.u16_PCBTempGain,cma.u16_PCBTempGain,cma.u16_PCBTempGain
DataElements_58_Value,1890813877.0,1.6903540000000001,1050.0,1047.0,1024.0,1041.0,1024.0,1024.0,1024.0,1029.0,1063.0,1057.0,1033.0,1016.0,1018.0
DataElements_59_Key,cma.u32_IL32bitCRC,cma.f_PositionSensorCalCoreSupply,cma.f_PositionSensor1NewCoreSupply,cma.f_PositionSensor1NewCoreSupply,cma.f_PositionSensor1NewCoreSupply,cma.f_PositionSensor1NewCoreSupply,cma.f_PositionSensor1NewCoreSupply,cma.f_PositionSensor1NewCoreSupply,cma.f_PositionSensor1NewCoreSupply,cma.f_PositionSensor1NewCoreSupply,cma.f_PositionSensor1NewCoreSupply,cma.f_PositionSensor1NewCoreSupply,cma.f_PositionSensor1NewCoreSupply,cma.f_PositionSensor1NewCoreSupply,cma.f_PositionSensor1NewCoreSupply
DataElements_59_Value,971789773.0,1.715249,1.800514,1.85583,1.7247629999999998,1.834051,1.719764,1.697232,1.7424140000000001,1.809682,1.798004,1.792024,1.789915,1.809762,1.829337
DataElements_60_Key,cma.u32_IL16bitCRC,cma.f_PositionSensorCalCoreTank,cma.f_PositionSensor1NewCoreTank,cma.f_PositionSensor1NewCoreTank,cma.f_PositionSensor1NewCoreTank,cma.f_PositionSensor1NewCoreTank,cma.f_PositionSensor1NewCoreTank,cma.f_PositionSensor1NewCoreTank,cma.f_PositionSensor1NewCoreTank,cma.f_PositionSensor1NewCoreTank,cma.f_PositionSensor1NewCoreTank,cma.f_PositionSensor1NewCoreTank,cma.f_PositionSensor1NewCoreTank,cma.f_PositionSensor1NewCoreTank,cma.f_PositionSensor1NewCoreTank
DataElements_60_Value,2642578950.0,1.6903540000000001,1.680396,1.763792,1.6399270000000001,1.699846,1.633662,1.605747,1.667996,1.7390780000000001,1.730976,1.7330809999999999,1.733724,1.759801,1.773655
DataElements_61_Key,cma.u32_NewPhysicalLayoutFlag,cma.f_PositionSensorTransitionSupply,cma.f_PositionSensor1CalCoreSupply,cma.f_PositionSensor1CalCoreSupply,cma.f_PositionSensor1CalCoreSupply,cma.f_PositionSensor1CalCoreSupply,cma.f_PositionSensor1CalCoreSupply,cma.f_PositionSensor1CalCoreSupply,cma.f_PositionSensor1CalCoreSupply,cma.f_PositionSensor1CalCoreSupply,cma.f_PositionSensor1CalCoreSupply,cma.f_PositionSensor1CalCoreSupply,cma.f_PositionSensor1CalCoreSupply,cma.f_PositionSensor1CalCoreSupply,cma.f_PositionSensor1CalCoreSupply
DataElements_61_Value,0.0,4.1954,1.792724,1.8141479999999999,1.7352400000000001,1.789277,1.74746,1.71266,1.7617600000000002,1.7864010000000001,1.778625,1.7730039999999998,1.769029,1.797926,1.814546
DataElements_62_Key,cma.u32_WriteProtectionKey,cma.f_PositionSensorTransitionTank,cma.f_PositionSensor1CalCoreTank,cma.f_PositionSensor1CalCoreTank,cma.f_PositionSensor1CalCoreTank,cma.f_PositionSensor1CalCoreTank,cma.f_PositionSensor1CalCoreTank,cma.f_PositionSensor1CalCoreTank,cma.f_PositionSensor1CalCoreTank,cma.f_PositionSensor1CalCoreTank,cma.f_PositionSensor1CalCoreTank,cma.f_PositionSensor1CalCoreTank,cma.f_PositionSensor1CalCoreTank,cma.f_PositionSensor1CalCoreTank,cma.f_PositionSensor1CalCoreTank
DataElements_62_Value,0.0,-3.4584,1.736591,1.758156,1.6789,1.7482479999999998,1.6940400000000002,1.64452,1.67908,1.72293,1.715231,1.715911,1.7187489999999999,1.7409759999999999,1.762249
DataElements_63_Key,cma.u32_MemVector,cma.f_PositionSensorCoeffSupplya0,cma.f_PositionSensor1TransitionSupply,cma.f_PositionSensor1TransitionSupply,cma.f_PositionSensor1TransitionSupply,cma.f_PositionSensor1TransitionSupply,cma.f_PositionSensor1TransitionSupply,cma.f_PositionSensor1TransitionSupply,cma.f_PositionSensor1TransitionSupply,cma.f_PositionSensor1TransitionSupply,cma.f_PositionSensor1TransitionSupply,cma.f_PositionSensor1TransitionSupply,cma.f_PositionSensor1TransitionSupply,cma.f_PositionSensor1TransitionSupply,cma.f_PositionSensor1TransitionSupply
DataElements_63_Value,16383.0,-0.02261978,5.0073,4.6748,4.92072,5.0356,4.94072,4.67362,4.67842,5.0445,4.8758,4.9439,4.6336,4.8314,5.04
DataElements_64_Key,cma.u16_WriteFinalize,cma.f_PositionSensorCoeffSupplya,cma.f_PositionSensor1TransitionTank,cma.f_PositionSensor1TransitionTank,cma.f_PositionSensor1TransitionTank,cma.f_PositionSensor1TransitionTank,cma.f_PositionSensor1TransitionTank,cma.f_PositionSensor1TransitionTank,cma.f_PositionSensor1TransitionTank,cma.f_PositionSensor1TransitionTank,cma.f_PositionSensor1TransitionTank,cma.f_PositionSensor1TransitionTank,cma.f_PositionSensor1TransitionTank,cma.f_PositionSensor1TransitionTank,cma.f_PositionSensor1TransitionTank
DataElements_64_Value,0.0,0.6287305,-2.9058,-3.3516,-2.77292,-2.868,-2.8053600000000003,-2.93064,-3.1234,-2.8406000000000002,-2.9812000000000003,-2.8834,-3.2034,-3.1181,-2.9909
DataElements_65_Key,cma.i32_Stimulus1,cma.f_PositionSensorCoeffSupplya2,cma.f_PositionSensor1CoeffSupplya0,cma.f_PositionSensor1CoeffSupplya0,cma.f_PositionSensor1CoeffSupplya0,cma.f_PositionSensor1CoeffSupplya0,cma.f_PositionSensor1CoeffSupplya0,cma.f_PositionSensor1CoeffSupplya0,cma.f_PositionSensor1CoeffSupplya0,cma.f_PositionSensor1CoeffSupplya0,cma.f_PositionSensor1CoeffSupplya0,cma.f_PositionSensor1CoeffSupplya0,cma.f_PositionSensor1CoeffSupplya0,cma.f_PositionSensor1CoeffSupplya0,cma.f_PositionSensor1CoeffSupplya0
DataElements_65_Value,0.0,-0.01732297,-0.2318363,-0.3885151,-0.2003277,-0.3339045,-0.2185565,0.1703148,-0.2173988,-0.4719559,-0.45671979999999995,-0.5958380999999999,-0.4410807,-0.6759476999999999,-0.4309984
DataElements_66_Key,cma.i32_Stimulus2,cma.f_PositionSensorCoeffSupplya3,cma.f_PositionSensor1CoeffSupplya1,cma.f_PositionSensor1CoeffSupplya1,cma.f_PositionSensor1CoeffSupplya1,cma.f_PositionSensor1CoeffSupplya1,cma.f_PositionSensor1CoeffSupplya1,cma.f_PositionSensor1CoeffSupplya1,cma.f_PositionSensor1CoeffSupplya1,cma.f_PositionSensor1CoeffSupplya1,cma.f_PositionSensor1CoeffSupplya1,cma.f_PositionSensor1CoeffSupplya1,cma.f_PositionSensor1CoeffSupplya1,cma.f_PositionSensor1CoeffSupplya1,cma.f_PositionSensor1CoeffSupplya1
DataElements_66_Value,0.0,0.0025804350000000003,0.5268084,0.6638201,0.4985286,0.5685869,0.5052949999999999,0.3547089,0.5957097,0.6441038,0.6801,0.6818674,0.6913313999999999,0.7667233,0.5902562
DataElements_67_Key,cma.u16_FlowshareMethod,cma.f_PositionSensorCoeffMida0,cma.f_PositionSensor1CoeffSupplya2,cma.f_PositionSensor1CoeffSupplya2,cma.f_PositionSensor1CoeffSupplya2,cma.f_PositionSensor1CoeffSupplya2,cma.f_PositionSensor1CoeffSupplya2,cma.f_PositionSensor1CoeffSupplya2,cma.f_PositionSensor1CoeffSupplya2,cma.f_PositionSensor1CoeffSupplya2,cma.f_PositionSensor1CoeffSupplya2,cma.f_PositionSensor1CoeffSupplya2,cma.f_PositionSensor1CoeffSupplya2,cma.f_PositionSensor1CoeffSupplya2,cma.f_PositionSensor1CoeffSupplya2
DataElements_67_Value,1.0,0.01440905,-0.005564286000000001,-0.02844409,0.0050398990000000005,-0.01271443,0.002994713,0.03364347,-0.01313181,-0.02667997,-0.031547860000000004,-0.0326344,-0.03306356,-0.04656052,-0.01849632
DataElements_68_Key,cma.u16_RWAddress,cma.f_PositionSensorCoeffMida,cma.f_PositionSensor1CoeffSupplya3,cma.f_PositionSensor1CoeffSupplya3,cma.f_PositionSensor1CoeffSupplya3,cma.f_PositionSensor1CoeffSupplya3,cma.f_PositionSensor1CoeffSupplya3,cma.f_PositionSensor1CoeffSupplya3,cma.f_PositionSensor1CoeffSupplya3,cma.f_PositionSensor1CoeffSupplya3,cma.f_PositionSensor1CoeffSupplya3,cma.f_PositionSensor1CoeffSupplya3,cma.f_PositionSensor1CoeffSupplya3,cma.f_PositionSensor1CoeffSupplya3,cma.f_PositionSensor1CoeffSupplya3
DataElements_68_Value,0.0,0.5775355999999999,0.001849675,0.0029982190000000003,0.001047738,0.002284716,0.001227496,-0.0006136118000000001,0.002113977,0.003123943,0.0033655660000000004,0.003488956,0.003486035,0.00406413,0.0025343320000000003
DataElements_69_Key,cma.u32_RWData,cma.f_PositionSensorCoeffMida2,cma.f_PositionSensor1CoeffMida0,cma.f_PositionSensor1CoeffMida0,cma.f_PositionSensor1CoeffMida0,cma.f_PositionSensor1CoeffMida0,cma.f_PositionSensor1CoeffMida0,cma.f_PositionSensor1CoeffMida0,cma.f_PositionSensor1CoeffMida0,cma.f_PositionSensor1CoeffMida0,cma.f_PositionSensor1CoeffMida0,cma.f_PositionSensor1CoeffMida0,cma.f_PositionSensor1CoeffMida0,cma.f_PositionSensor1CoeffMida0,cma.f_PositionSensor1CoeffMida0
DataElements_69_Value,0.0,0.0007711014,-0.3717601,-0.2376399,-0.40313659999999996,-0.39595559999999996,-0.39766959999999996,-0.2866672,-0.2164257,-0.403173,-0.3123987,-0.4634019,-0.2793421,-0.3527209,-0.4456958
DataElements_70_Key,cma.u32_Device0SN,cma.f_PositionSensorCoeffMida3,cma.f_PositionSensor1CoeffMida1,cma.f_PositionSensor1CoeffMida1,cma.f_PositionSensor1CoeffMida1,cma.f_PositionSensor1CoeffMida1,cma.f_PositionSensor1CoeffMida1,cma.f_PositionSensor1CoeffMida1,cma.f_PositionSensor1CoeffMida1,cma.f_PositionSensor1CoeffMida1,cma.f_PositionSensor1CoeffMida1,cma.f_PositionSensor1CoeffMida1,cma.f_PositionSensor1CoeffMida1,cma.f_PositionSensor1CoeffMida1,cma.f_PositionSensor1CoeffMida1
DataElements_70_Value,419080209.0,0.0006747376,0.5545995,0.5486231,0.57191,0.5542309,0.5662541,0.5793005999999999,0.5645391,0.5563469,0.5590395,0.5612589,0.5618556,0.5538934,0.5478274
DataElements_71_Key,cma.u32_Device1SN,cma.f_PositionSensorCoeffTanka0,cma.f_PositionSensor1CoeffMida2,cma.f_PositionSensor1CoeffMida2,cma.f_PositionSensor1CoeffMida2,cma.f_PositionSensor1CoeffMida2,cma.f_PositionSensor1CoeffMida2,cma.f_PositionSensor1CoeffMida2,cma.f_PositionSensor1CoeffMida2,cma.f_PositionSensor1CoeffMida2,cma.f_PositionSensor1CoeffMida2,cma.f_PositionSensor1CoeffMida2,cma.f_PositionSensor1CoeffMida2,cma.f_PositionSensor1CoeffMida2,cma.f_PositionSensor1CoeffMida2
DataElements_71_Value,319200903.0,0.08444819,7.745501e-05,0.0001286171,0.00034203710000000004,0.0003286248,0.00033095300000000004,0.0002975132,6.013703e-05,4.178294e-06,-0.0001022653,-9.860701e-05,0.0002226056,7.037716e-07,7.627156e-05
DataElements_72_Key,cma.u32_Device2SN,cma.f_PositionSensorCoeffTanka,cma.f_PositionSensor1CoeffMida3,cma.f_PositionSensor1CoeffMida3,cma.f_PositionSensor1CoeffMida3,cma.f_PositionSensor1CoeffMida3,cma.f_PositionSensor1CoeffMida3,cma.f_PositionSensor1CoeffMida3,cma.f_PositionSensor1CoeffMida3,cma.f_PositionSensor1CoeffMida3,cma.f_PositionSensor1CoeffMida3,cma.f_PositionSensor1CoeffMida3,cma.f_PositionSensor1CoeffMida3,cma.f_PositionSensor1CoeffMida3,cma.f_PositionSensor1CoeffMida3
DataElements_72_Value,319200290.0,0.6333789,0.0007290728,0.0006805954,0.0006740114,0.0007466535000000001,0.0007545168,0.0007156023000000001,0.0007088566,0.0007469814,0.0007634385,0.0007464408000000001,0.0007070923,0.0006785642000000001,0.000634413
DataElements_73_Key,cma.u32_Device3SN,cma.f_PositionSensorCoeffTanka2,cma.f_PositionSensor1CoeffTanka0,cma.f_PositionSensor1CoeffTanka0,cma.f_PositionSensor1CoeffTanka0,cma.f_PositionSensor1CoeffTanka0,cma.f_PositionSensor1CoeffTanka0,cma.f_PositionSensor1CoeffTanka0,cma.f_PositionSensor1CoeffTanka0,cma.f_PositionSensor1CoeffTanka0,cma.f_PositionSensor1CoeffTanka0,cma.f_PositionSensor1CoeffTanka0,cma.f_PositionSensor1CoeffTanka0,cma.f_PositionSensor1CoeffTanka0,cma.f_PositionSensor1CoeffTanka0
DataElements_73_Value,319200502.0,0.01549788,-0.3135309,-0.1485302,-0.34817000000000004,-0.3354274,-0.3228431,-0.2423052,-0.14932869999999998,-0.35526389999999997,-0.2430887,-0.3849139,-0.2171502,-0.26857739999999997,-0.3974237
DataElements_74_Key,cma.u32_Device4SN,cma.f_PositionSensorCoeffTanka3,cma.f_PositionSensor1CoeffTanka1,cma.f_PositionSensor1CoeffTanka1,cma.f_PositionSensor1CoeffTanka1,cma.f_PositionSensor1CoeffTanka1,cma.f_PositionSensor1CoeffTanka1,cma.f_PositionSensor1CoeffTanka1,cma.f_PositionSensor1CoeffTanka1,cma.f_PositionSensor1CoeffTanka1,cma.f_PositionSensor1CoeffTanka1,cma.f_PositionSensor1CoeffTanka1,cma.f_PositionSensor1CoeffTanka1,cma.f_PositionSensor1CoeffTanka1,cma.f_PositionSensor1CoeffTanka1
DataElements_74_Value,319200641.0,0.001957255,0.604062,0.6175938,0.6207978,0.6055469,0.631274,0.6207222,0.6208410999999999,0.5988424,0.6175379999999999,0.6281993,0.6150232999999999,0.6222586,0.5889538999999999
DataElements_75_Key,cma.u32_Device5SN,cma.u8_ErrorlogPosition,cma.f_PositionSensor1CoeffTanka2,cma.f_PositionSensor1CoeffTanka2,cma.f_PositionSensor1CoeffTanka2,cma.f_PositionSensor1CoeffTanka2,cma.f_PositionSensor1CoeffTanka2,cma.f_PositionSensor1CoeffTanka2,cma.f_PositionSensor1CoeffTanka2,cma.f_PositionSensor1CoeffTanka2,cma.f_PositionSensor1CoeffTanka2,cma.f_PositionSensor1CoeffTanka2,cma.f_PositionSensor1CoeffTanka2,cma.f_PositionSensor1CoeffTanka2,cma.f_PositionSensor1CoeffTanka2
DataElements_75_Value,319200375.0,4.0,0.0134329,0.017487410000000002,0.014157050000000001,0.01403781,0.01816173,0.01306991,0.01547857,0.01211197,0.01574704,0.01801157,0.01523555,0.01788782,0.01138854
DataElements_76_Key,cma.u32_Device6SN,cma.u32_ErrorlogEntry1,cma.f_PositionSensor1CoeffTanka3,cma.f_PositionSensor1CoeffTanka3,cma.f_PositionSensor1CoeffTanka3,cma.f_PositionSensor1CoeffTanka3,cma.f_PositionSensor1CoeffTanka3,cma.f_PositionSensor1CoeffTanka3,cma.f_PositionSensor1CoeffTanka3,cma.f_PositionSensor1CoeffTanka3,cma.f_PositionSensor1CoeffTanka3,cma.f_PositionSensor1CoeffTanka3,cma.f_PositionSensor1CoeffTanka3,cma.f_PositionSensor1CoeffTanka3,cma.f_PositionSensor1CoeffTanka3
DataElements_76_Value,319200454.0,34537771.0,0.0018405140000000001,0.0020868040000000003,0.0018760600000000001,0.0018537850000000002,0.00223793,0.002013478,0.002076061,0.001833083,0.002113694,0.0022498220000000003,0.002104421,0.0021590570000000003,0.001623415
DataElements_77_Key,cma.u32_Device7SN,cma.u32_ErrorlogEntry2,cma.f_PositionSensor2NewCoreSupply,cma.f_PositionSensor2NewCoreSupply,cma.f_PositionSensor2NewCoreSupply,cma.f_PositionSensor2NewCoreSupply,cma.f_PositionSensor2NewCoreSupply,cma.f_PositionSensor2NewCoreSupply,cma.f_PositionSensor2NewCoreSupply,cma.f_PositionSensor2NewCoreSupply,cma.f_PositionSensor2NewCoreSupply,cma.f_PositionSensor2NewCoreSupply,cma.f_PositionSensor2NewCoreSupply,cma.f_PositionSensor2NewCoreSupply,cma.f_PositionSensor2NewCoreSupply
DataElements_77_Value,319200345.0,34537782.0,1.778511,1.8158249999999998,1.732987,1.796754,1.832379,1.771923,1.839303,1.805559,1.793887,1.7924669999999998,1.765473,1.7991869999999999,1.620209
DataElements_78_Key,cma.u32_Device8SN,cma.u32_ErrorlogEntry3,cma.f_PositionSensor2NewCoreTank,cma.f_PositionSensor2NewCoreTank,cma.f_PositionSensor2NewCoreTank,cma.f_PositionSensor2NewCoreTank,cma.f_PositionSensor2NewCoreTank,cma.f_PositionSensor2NewCoreTank,cma.f_PositionSensor2NewCoreTank,cma.f_PositionSensor2NewCoreTank,cma.f_PositionSensor2NewCoreTank,cma.f_PositionSensor2NewCoreTank,cma.f_PositionSensor2NewCoreTank,cma.f_PositionSensor2NewCoreTank,cma.f_PositionSensor2NewCoreTank
DataElements_78_Value,314228713.0,34537783.0,1.7563469999999999,1.755526,1.643265,1.694329,1.71048,1.679617,1.731792,1.744699,1.753782,1.737545,1.726273,1.7459319999999998,2.128444
DataElements_79_Key,cma.u32_Device9SN,cma.u32_ErrorlogEntry4,cma.f_PositionSensor2CalCoreSupply,cma.f_PositionSensor2CalCoreSupply,cma.f_PositionSensor2CalCoreSupply,cma.f_PositionSensor2CalCoreSupply,cma.f_PositionSensor2CalCoreSupply,cma.f_PositionSensor2CalCoreSupply,cma.f_PositionSensor2CalCoreSupply,cma.f_PositionSensor2CalCoreSupply,cma.f_PositionSensor2CalCoreSupply,cma.f_PositionSensor2CalCoreSupply,cma.f_PositionSensor2CalCoreSupply,cma.f_PositionSensor2CalCoreSupply,cma.f_PositionSensor2CalCoreSupply
DataElements_79_Value,319200506.0,34537783.0,1.789099,1.807375,1.7494800000000001,1.771001,1.7771400000000002,1.74828,1.78698,1.786554,1.77875,1.775626,1.7536260000000001,1.784582,1.826375
DataElements_80_Key,cma.u32_Device10SN,cma.u32_ErrorlogEntry5,cma.f_PositionSensor2CalCoreTank,cma.f_PositionSensor2CalCoreTank,cma.f_PositionSensor2CalCoreTank,cma.f_PositionSensor2CalCoreTank,cma.f_PositionSensor2CalCoreTank,cma.f_PositionSensor2CalCoreTank,cma.f_PositionSensor2CalCoreTank,cma.f_PositionSensor2CalCoreTank,cma.f_PositionSensor2CalCoreTank,cma.f_PositionSensor2CalCoreTank,cma.f_PositionSensor2CalCoreTank,cma.f_PositionSensor2CalCoreTank,cma.f_PositionSensor2CalCoreTank
DataElements_80_Value,319200862.0,34275585.0,1.740184,1.762749,1.68086,1.734464,1.70036,1.68618,1.70784,1.724965,1.734626,1.724482,1.709375,1.728775,1.7751549999999998
